English,Tamil
Hard, கடினமான / கெட்டியான
Harden, கடினமாக்கு
Hardly, அரிதாக / கடினமாக
Hardness, கடினத்தன்மை
Hardship, கஷ்டம் / சிரமம்
Hardware, வன்பொருள்
Hardworking, கடின உழைப்புள்ள
Hardy, உறுதியான
Hare, முயல்
Harm, தீங்கு / பாதிப்பு
Harmful, தீங்கு விளைவிக்கும்
Harmless, தீங்கற்ற
Harmonious, இணக்கமான
Harmonize, ஒருங்கிணை
Harmony, இணக்கம் / இசைவு
Harness, பயன்படுத்து / கச்சை
Harp, யாழ்
Harsh, கடுமையான
Harshness, கடுமை
Harvest, அறுவடை
Harvester, அறுவடை இயந்திரம்
Haste, அவசரம்
Hasten, அவசரப்படுத்து
Hasty, அவசரமான
Hat, தொப்பி
Hatch, பொரி (முட்டை) / கதவு
Hate, வெறு
Hateful, வெறுக்கத்தக்க
Hatred, வெறுப்பு
Haughty, அகந்தை கொண்ட
Haul, இழுத்துச் செல்
Haunt, பயமுறுத்து / அடிக்கடி செல்லும் இடம்
Haunted, பேய் பிடித்த
Have, வைத்திரு
Haven, புகலிடம்
Havoc, பேரழிவு
Hawk, பருந்து
Hay, வைக்கோல்
Hazard, ஆபத்து
Hazardous, ஆபத்தான
Haze, பனிமூட்டம் / மங்கல்
Hazy, மங்கலான
He, அவன்
Head, தலை / முதன்மை
Headache, தலைவலி
Heading, தலைப்பு
Headlight, முகப்பு விளக்கு
Headline, முதன்மைச் செய்தி
Headquarters, தலைமையகம்
Headset, ஹெட்செட்
Heal, குணமாக்கு
Healer, குணப்படுத்துபவர்
Healing, குணமடைதல்
Health, ஆரோக்கியம்
Healthy, ஆரோக்கியமான
Heap, குவியல்
Hear, கேள்
Hearing, கேட்டல் / விசாரணை
Hearsay, வதந்தி
Heart, இதயம்
Heartbeat, இதயத் துடிப்பு
Heartbreak, மனமுறிவு
Heartfelt, மனமார்ந்த
Heartless, இரக்கமற்ற
Hearty, மனமார்ந்த / ஆரோக்கியமான
Heat, வெப்பம் / சூடாக்கு
Heater, வெப்பமூட்டி
Heath, தரிசு நிலம்
Heathen, மதமற்றவர்
Heating, வெப்பமாக்குதல்
Heave, தூக்கு / பெருமூச்சு விடு
Heaven, சொர்க்கம்
Heavily, பெருமளவில்
Heavy, கனமான
Hebrew, எபிரேயம்
Hedge, புதர் வேலி
Heed, கவனம் செலுத்து
Heel, குதிங்கால்
Hefty, கனமான / பெரிய
Height, உயரம்
Heighten, உயர்த்து / தீவிரமாக்கு
Heir, வாரிசு
Heiress, பெண் வாரிசு
Helicopter, ஹெலிகாப்டர்
Helium, ஹீலியம்
Hell, நரகம்
Hello, வணக்கம்
Helm, சுக்கான் / தலைமை
Helmet, தலைக்கவசம்
Help, உதவி
Helper, உதவியாளர்
Helpful, பயனுள்ள / உதவிசெய்யும்
Helping, உதவி / உணவின் அளவு
Helpless, ஆதரவற்ற
Helplessness, ஆதரவற்ற நிலை
Hem, மடிப்பு (துணி)
Hemisphere, அரைக்கோளம்
Hemp, சணல்
Hen, பெண் கோழி
Hence, எனவே
Henceforth, இனிமேல்
Herald, தூதர் / அறிவி
Herb, மூலிகை
Herbal, மூலிகை சார்ந்த
Herd, மந்தை
Herdsman, மேய்ப்பன்
Here, இங்கே
Hereafter, இனிமேல்
Hereditary, பரம்பரை
Heredity, பரம்பரைத்தன்மை
Heritage, பாரம்பரியம்
Hermit, துறவி
Hero, கதாநாயகன் / வீரன்
Heroic, வீரமிக்க
Heroine, கதாநாயகி
Heroism, வீரம்
Hesitant, தயக்கமுள்ள
Hesitate, தயங்கு
Hesitation, தயக்கம்
Hexagon, அறுகோணம்
Hey, ஏய்
Hiatus, இடைவெளி
Hibernate, குளிர்கால உறக்கம்
Hibernation, பனி உறக்கம்
Hiccup, விக்கல்
Hidden, மறைக்கப்பட்ட
Hide, மறை / தோல்
Hideous, அருவருப்பான
Hierarchy, படிநிலை
Hieroglyph, சித்திர எழுத்து
High, உயரமான
Highland, மலைப்பகுதி
Highlight, சிறப்பம்சமாகக் காட்டு
Highly, மிகவும்
Highway, நெடுஞ்சாலை
Hike, நடைபயணம் / விலை உயர்வு
Hiker, நடைபயணம் செல்பவர்
Hilarious, மிகவும் வேடிக்கையான
Hill, மலை / குன்று
Hilly, மலைப்பாங்கான
Hilt, கைப்பிடி (வாளின்)
Him, அவனை
Himself, அவனே
Hind, பின்
Hinder, தடுத்து நிறுத்து
Hindrance, இடையூறு
Hinge, கீல்
Hint, குறிப்பு / சமிக்ஞை
Hip, இடுப்பு
Hire, வாடகைக்கு எடு / வேலைக்கு அமர்த்து
Historian, வரலாற்று ஆசிரியர்
Historic, வரலாற்று சிறப்புமிக்க
Historical, வரலாற்று
History, வரலாறு
Hit, அடி / தாக்கு
Hitch, தடை / இணை
Hitherto, இதுவரை
Hive, தேன்கூடு
Hoard, சேமித்து வை / குவி
Hoarding, விளம்பரப் பலகை
Hoarse, கரகரப்பான குரல்
Hoax, ஏமாற்று வேலை
Hobble, தட்டுத்தடமாறி நட
Hobby, பொழுதுபோக்கு
Hockey, ஹாக்கி
Hoist, ஏற்று (கொடி)
Hold, பிடி / நடத்து
Holder, வைத்திருப்பவர்
Holding, உடைமை
Hole, துளை / பள்ளம்
Holiday, விடுமுறை
Holistic, ஒட்டுமொத்த
Hollow, வெற்று / குழியான
Holy, புனிதமான
Homage, அஞ்சலி
Home, வீடு
Homeland, தாய்நாடு
Homeless, வீடற்ற
Homely, எளிமையான
Homemade, வீட்டில் செய்யப்பட்ட
Homesick, வீட்டின் ஏக்கம்
Homeway, வீட்டு வழி
Homework, வீட்டுப்பாடம்
Homicide, கொலை
Honest, நேர்மையான
Honesty, நேர்மை
Honey, தேன்
Honeymoon, தேனிலவு
Honor, மரியாதை / கௌரவம்
Honorable, மரியாதைக்குரிய
Honors, சிறப்புகள்
Hood, மூடி / தலை உறை
Hoof, குளம்பு
Hook, கொக்கி
Hooligan, ரவுடி
Hoop, வளையம்
Hop, ஒற்றைக் காலில் குதி
Hope, நம்பிக்கை
Hopeful, நம்பிக்கையுள்ள
Hopeless, நம்பிக்கையற்ற
Horizon, அடிவானம்
Horizontal, கிடைமட்ட
Horn, கொம்பு / ஹார்ன்
Horrible, பயங்கரமான
Horrid, அருவருப்பான
Horrify, பயமுறுத்து
Horror, திகில்
Horse, குதிரை
Horseback, குதிரை சவாரி
Horsepower, குதிரைத்திறன்
Horticulture, தோட்டக்கலை
Hose, குழாய்
Hospitable, விருந்தோம்பல் உள்ள
Hospital, மருத்துவமனை
Hospitality, விருந்தோம்பல்
Hospitalize, மருத்துவமனையில் சேர்
Host, நடத்துனர் / விருந்தோம்புபவர்
Hostage, பிணைக்கைதி
Hostel, விடுதி
Hostile, பகைமையுள்ள
Hostility, பகைமை
Hot, சூடான
Hotel, ஹோட்டல்
Hour, மணிநேரம்
Hourly, மணிநேரத்திற்கு ஒருமுறை
House, வீடு
Household, குடும்பம் / வீட்டு உபயோக
Housekeeper, வீடுபராமரிப்பாளர்
Housekeeping, வீட்டு பராமரிப்பு
Housing, குடியிருப்பு
Hover, மித (காற்றில்)
How, எப்படி
However, இருப்பினும்
Howl, ஊளையிடு
Hub, மையம்
Huddle, கூடி நில்
Hue, நிறம் / வண்ணம்
Hug, கட்டிப்பிடி
Huge, மிகப்பெரிய
Hull, கப்பலின் உடற்பகுதி
Hum, ரீங்காரம்
Human, மனிதன்
Humane, மனிதநேயமுள்ள
Humanitarian, மனிதநேய
Humanity, மனிதநேயம் / மனிதகுலம்
Humble, பணிவான
Humbly, பணிவோடு
Humid, ஈரப்பதமான
Humidity, ஈரப்பதம்
Humiliate, அவமானப்படுத்து
Humiliation, அவமானம்
Humility, பணிவு
Humor, நகைச்சுவை
Humorous, நகைச்சுவையான
Hump, திமிழ்
Hunch, தோற்றம் / யூகக் கணிப்பு
Hundred, நூறு
Hunger, பசி
Hungry, பசியுள்ள
Hunt, வேட்டையாடு
Hunter, வேட்டைக்காரன்
Hunting, வேட்டையாடுதல்
Hurdle, தடை
Hurl, வீசியெறி
Hurricane, சூறாவளி
Hurry, அவசரம்
Hurt, காயம் / బాధப்படுத்து
Husband, கணவன்
Hush, அமைதி
Husk, உமி / தோல்
Hut, குடில்
Hygiene, சுகாதாரம்
Hygienic, சுகாதாரமான
Hymn, பாமாலை / கீதம்
Hyperactive, அதிக சுறுசுறுப்பான
Hypocrisy, போலித்தனம்
Hypocrite, போலி மனிதன்
Hypothesis, கருதுகோள்
Hysteria, மனக்கட்டுப்பாடற்ற நிலை
Here is the vocabulary list for the letter **I**:
I, நான்
Ice, பனி / பனிக்கட்டி
Iceberg, பனிப்பாறை
Icon, சின்னம் / ஐகான்
Idea, யோசனை / கருத்து
Ideal, லட்சிய / சிறந்த
Identify, அடையாளம் காண்
Identity, அடையாளம்
Ideology, கருத்தியல்
Idiom, மரபுத்தொடர்
Idle, சோம்பேறியான / வேலையற்ற
Idol, சிலை / வழிபாட்டு உருவம்
Ignite, தீப்பற்ற வை
Ignorance, அறியாமை
Ignorant, அறியாமையுள்ள
Ignore, அலட்சியப்படுத்து
Ill, நோயாளி / மோசமான
Illegal, சட்டவிரோதமான
Illness, நோய் / உடல்நலமின்மை
Illuminate, ஒளிரச்செய்
Illusion, மாயை
Illustrate, விளக்கு / சித்திரமாக்கு
Illustration, விளக்கம் / சித்திரம்
Image, படம் / பிம்பம்
Imagination, கற்பனை
Imagine, கற்பனை செய்
Imitate, பாவனை செய் / பின்பற்று
Immediate, உடனடி
Immediately, உடனடியாக
Immense, மிகப்பெரிய
Immerse, மூழ்கடி
Immence, பிரம்மாண்டமான
Immung, நோய் எதிர்ப்பு சக்தி
Immune, நோய் எதிர்ப்புத் திறன் கொண்ட
Immunity, நோய் எதிர்ப்பு சக்தி
Impact, தாக்கம்
Impair, சேதப்படுத்து
Impart, வழங்கு / தெரிவி
Impartial, நடுநிலையான
Impatience, பொறுமையின்மை
Impatient, பொறுமையற்ற
Impede, தடுத்து நிறுத்து
Impediment, இடையூறு
Impending, வரவிருக்கும்
Imperative, மிக முக்கியமான
Imperfect, குறையுள்ள
Imperial, பேரரசு சார்ந்த
Impetus, உந்தல் / ஊக்கம்
Implement, செயல்படுத்து / கருவி
Implementation, அமலாக்கம்
Implicate, சிக்கவை
Implicit, மறைமுகமான
Implore, கெஞ்சு
Imply, உணர்த்து / குறிப்பால் கூறு
Import, இறக்குமதி
Importance, முக்கியத்துவம்
Important, முக்கியமான
Impose, திணி / விதி
Imposing, கம்பீரமான
Impossible, சாத்தியமற்ற
Impress, கவ / ஈர்
Impression, பதிவு / எண்ணம்
Impressive, ஈர்க்கக்கூடிய
Imprison, சிறையிலடை
Imprisonment, சிறைத்தண்டனை
Improve, மேம்படுத்து
Improvement, மேம்பாடு
Improvise, சமயோசிதமாக செய்
Impulse, தூண்டுதல்
Impulsive, தூண்டுதலால் செயல்படும்
Impurity, அசுத்தம்
In, உள்ளே
Inability, இயலாமை
Inaccurate, துல்லியமற்ற
Incentive, ஊக்கத்தொகை
Incident, நிகழ்வு
Incidental, தற்செயலான
Incinerate, எரித்துச் சாம்பலாக்கு
Incision, வெட்டுக்காயம்
Incite, தூண்டிவிடு
Incline, சாய்வு / விருப்பம்
Inclination, சாய்வு / மனப்போக்கு
Include, உள்ளடக்கு
Including, உட்பட
Inclusion, சேர்த்தல்
Inclusive, உள்ளடக்கிய
Income, வருமானம்
Incoming, உள்வரும்
Incompatible, இணக்கமற்ற
Incompetent, திறமையற்ற
Incomplete, முழுமையற்ற
Incorporate, ஒருங்கிணை / இணை
Increase, அதிகரி
Increasingly, மேன்மேலும்
Incredible, நம்பமுடியாத
Incriminate, குற்றம் சாட்டு
Incur, ஆளாகு (செலவு/இழப்பு)
Incurable, குணப்படுத்த முடியாத
Indebted, கடமைப்பட்ட
Indeed, மெய்யாகவே
Indefinite, காலவரையறையற்ற
Independence, சுதந்திரம்
Independent, சுதந்திரமான
Indicate, சுட்டிக்காட்டு
Indication, அறிகுறி
Indicator, காட்டி / அறிகுறி
Indict, குற்றம் சாட்டு
Indifference, அலட்சியம்
Indifferent, அக்கறையற்ற
Indigenous, உள்நாட்டு / பழங்குடி
Indigent, ஏழையான
Indigestion, செரிமானமின்மை
Indignant, கோபமடைந்த
Indirect, மறைமுக
Indispensable, தவிர்க்க முடியாத
Individual, தனிநபர்
Induce, தூண்டு
Indulge, ஈடுபடு / செல்லம்கொடு
Industrial, தொழில் துறை சார்ந்த
Industrious, உழைப்பாளி
Industry, தொழில் துறை
Inevitable, தவிர்க்க முடியாத
Infamous, துர்நாற்றமடைந்த / கெட்ட பெயர் பெற்ற
Infant, குழந்தை
Infantry, காலாட்படை
Infect, தொற்றுவி
Infection, தொற்று
Infectious, தொற்றும் தன்மை கொண்ட
Infer, அனுமானி
Inference, அனுமானம்
Inferior, தரம் குறைந்த
Inferno, பெரும் தீ
Infest, பரவு (பூச்சிகள்/நோய்கள்)
Infinite, எல்லையற்ற
Inflame, அழற்சி உண்டாக்கு / தூண்டு
Inflammable, எளிதில் தீப்பற்றும்
Inflammation, வீக்கம் / அழற்சி
Inflate, காற்றை நிரப்பு
Inflation, பணவீக்கம்
Inflexible, வளைந்துகொடுக்காத
Inflict, திணி / துன்புறுத்து
Influence, செல்வாக்கு / தாக்கம்
Influential, செல்வாக்குமிக்க
Inform, தெரிவி
Informal, முறைசாரா
Information, தகவல்
Informative, தகவலளிக்கும்
Informer, ஒற்றன் / தகவல் அளிப்பவர்
Infrage, மீறு
Infringe, மீறுதல்
Ingenious, புத்திசாலித்தனமான
Ingenuity, புதுமைப் புனைவுத் திறன்
Ingredient, மூலப்பொருள்
Inhabit, வசி
Inhabitant, வசிப்பவர்
Inhale, மூச்சு உள்வாங்கு
Inherent, உள்ளார்ந்த
Inherit, பரம்பரையாகப் பெறு
Inheritance, சொத்துரிமை / பரம்பரை
Inhibit, தடுத்து நிறுத்து
Inhibition, தயக்கம் / தடை
Initial, ஆரம்ப கட்ட
Initially, தொடக்கத்தில்
Initiate, தொடங்கு
Initiative, முயற்சி
Inject, செலுத்து (ஊசி)
Injection, ஊசி போடுதல்
Injure, காயப்படுத்து
Injured, காயமடைந்த
Injury, காயம்
Injustice, அநீதி
Ink, மை
Inland, உள்நாட்டு
Inmate, சிறைவாசி / விடுதிவாசி
Inn, சத்திரம் / விடுதி
Nnate, இயல்பான / பிறப்பில அமைந்த
Inner, உள்
Innocence, அமைதி / வெள்ளந்தித் தனம்
Innocent, குற்றமற்றவர்
Innovate, புதுமைசெய்
Innovation, புதுமை
Innovative, வினோதமான / புதுமையான
Inquire, விசாரி
Inquiry, விசாரணை
Insane, பைத்தியக்காரத்தனமான
Inscription, கல்வெட்டு
Insect, பூச்சி
Insecure, பாதுகாப்பற்ற
Insert, செருகவும்
Insertion, செருகுதல்
Inside, உள்ளே
Insight, நுண்ணறிவு
Insignia, முத்திரை / சின்னம்
Insignificant, முக்கியத்துவமற்ற
Insist, வற்புறுத்து
Insolent, திமிரான
Inspect, ஆய்வு செய்
Inspection, ஆய்வு
Inspector, ஆய்வாளர்
Inspiration, ஈர்ப்பு / ஊக்கம்
Inspire, ஊக்கமளி
Instability, நிலையற்ற தன்மை
Install, நிறுவு
Installation, நிறுவல்
Instance, உதாரணம்
Instant, உடனடி
Instantly, உடனடியாக
Instead, பதிலாக
Instinct, இயல்புணர்ச்சி
Institute, நிறுவனம்
Institution, நிறுவனம்
Instruct, கற்பி / கட்டளையிடு
Instruction, அறிவுறுத்தல்
Instructor, பயிற்றுவிப்பாளர்
Instrument, கருவி
Insult, அவமானம்
Insurance, காப்பீடு
Insure, காப்பீடு செய்
Intact, சேதமடையாத
Intake, உட்கொள்ளல்
Intangible, அருவமான / தொட்டு உணர முடியாத
Integrate, ஒருங்கிணை
Integration, ஒருங்கிணைப்பு
Integrity, நேர்மை / ஒழுக்கம்
Intellect, புத்தி கூர்மை
Intellectual, அறிவாளி
Intelligence, நுண்ணறிவு / உளவுத்துறை
Intelligent, புத்திசாலியான
Intend, நோக்கம் கொள்
Intense, தீவிரமான
Intensity, தீவிரத்தன்மை
Intensive, தீவிர
Intent, நோக்கம்
Intention, எண்ணம் / நோக்கம்
Intentional, திட்டமிட்ட
Interact, உரையாடு / வினையாற்று
Interaction, தொடர்பு
Intercede, பரிந்துரை செய்
Intercept, இடையில் மறி
Interchange, பரிமாற்றம்
Intercourse, தொடர்பு / உடலுறவு
Interest, ஆர்வம் / வட்டி
Interested, ஆர்வமுள்ள
Interesting, சுவாரஸ்யமான
Interfere, தலையிடு
Interference, தலையீடு
Interim, இடைக்கால
Interior, உட்புறம்
Intermediate, இடைநிலை
Intermittent, விட்டுவிட்டு நிகழும்
Internal, உள்நாட்டு / உட்புற
International, சர்வதேச
Internet, இணையம்
Interpret, மொழிபெயர் / விளக்கு
Interpretation, விளக்கம்
Interpreter, மொழிபெயர்ப்பாளர்
Interrogate, விசாரணை செய்
Interrupt, இடையூறு செய்
Interruption, இடையூறு
Intersect, குறுக்கிடு
Intersection, சந்திப்பு (சாலை)
Interval, இடைவேளை
Intervene, தலையிடு
Intervention, தலையீடு
Interview, நேர்காணல்
Intimate, நெருக்கமான
Intimidate, மிரட்டு
Intolerable, சகித்துக்கொள்ள முடியாத
Intricate, சிக்கலான
Intrigue, சதி / ஆர்வத்தைத் தூண்டு
Intrinsic, உள்ளார்ந்த
Introduce, அறிமுகப்படுத்து
Introduction, அறிமுகம்
Intrude, அத்துமீறி நுழை
Intruder, ஊடுருவல்காரன்
Intuition, உள்ளுணர்வு
Inundate, வெள்ளத்தில் மூழ்கடி
Insuing, தொடர்ந்து வரும்
Invade, படைபெடுத்து வா
Invalid, செல்லாத / நோயாளி
Invaluable, விலைமதிப்பற்ற
Invasion, படையெடுப்பு
Invent, கண்டுபிடி
Invention, கண்டுபிடிப்பு
Inventor, கண்டுபிடிப்பாளர்
Inventory, சரக்குப்பட்டியல்
Invert, தலைகீழாக்கு
Invest, முதலீடு செய்
Investigate, புலனாய்வு செய்
Investigation, புலனாய்வு
Investigator, புலனாய்வாளர்
Investment, முதலீடு
Investor, முதலீட்டாளர்
Invincible, வெல்ல முடியாத
Invisible, கண்ணுக்குத் தெரியாத
Invitation, அழைப்பிதழ்
Invite, அழை
Invoice, ரசீது / விலைப்பட்டியல்
Involve, ஈடுபடுத்து
Involvement, ஈடுபாடு
Inward, உள்நோக்கிய
Iodine, அயோடின்
Iron, இரும்பு / इस्த்ரி செய்
Irony, முரண் / கேலி
Irrigation, பாசனம்
Irritable, எரிச்சலடையும்
Irritate, எரிச்சலூட்டு
Island, தீவு
Isolate, தனிமைப்படுத்து
Isolation, தனிமை
Issue, பிரச்சனை / வெளியீடு
It, இது
Item, பொருள் / உருப்படி
Itinerary, பயணத்திட்டம்
Ivory, யானைத்தந்தம்
Ivy, கொடி வகை
